"MLS Number","Type","Air Conditioning","Apartment YN","List Price","Patio","% Interests In Common Elmts","School Elementary","School High","School Junior","School Middle","Photo Count","Pool Type","Pools Num","Property Type","Prop Type","Rear Yard Vehicle Access YN","Roof Type","Gas Type","Green Building Cert Attached YN","Heating","Lot Size","Navigable YN","Original List Price","Out Building","Approx Living Area","Acres#","Appliance Included","Bounding Streets","Car Storage","Condition","Energy Efficient Features","Exterior","Exterior Features","Fireplace","Foundation","LP/SqFt","Age Desc 1","Cond","Approx Total SqFt","Beds Total","Baths Full","Baths Half","Age","DOM","Car Stor","Sold Price","Sold Date","SP$/SQFT"
"CN158229","SGL","Central","","$275,000","","","","","","","32","","","Residential","RES","","Shingle","","","Central","130.26x145.27x125.52x142.14","","","","2,068","0.42","CookTop, Disposal, Dishwasher, Microwave","","Two, Garage","","","","","Wood, Yes","","$132.98","","","2,713","4","2","","","143","2,GR","$275,000","03/31/2021","$132.98  "
"CN158228","SGL","Central","","$162,500","","","","","","","16","","","Residential","RES","","Shingle","","","Central","52.9x150x52.9x150","","","","1,530","0.19","","","","","","Vinyl Siding","Fence","","","$106.21","","","1,730","3","2","","","17","","$159,000","10/14/2020","$103.92  "
"CN158239","SGL","Central","","$169,900","Covered","","","","","","35","","","Residential","RES","","Asphalt","","","Central","18X18X121X305X144X281","","","Shed","1,400","1.00","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Carport","","Insulation, Windows","Vinyl Siding","Fence","","Slab","$121.36","","","2,056","3","2","","","4","2,CP","$160,000","10/02/2020","$114.29  "
"CN158233","SGL","Central","","$317,900","Covered","","","","","","32","","","Residential","RES","","Shingle","","","Central","See Surveyx158x80x186","","","","1,922","0.32","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","","","Gas, Yes","Slab","$165.40","NEW","","2,823","4","2","1","","56","2,AT,DR,GR","$308,000","11/16/2020","$160.25  "
"CN158230","SGL","Central","","$183,000","Covered","","","","","","15","","","Residential","RES","","Asphalt","","","Central, Gas","295X308X274X207","","","","1,803","1.59","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Carport, Driveway Only","","","","Fence, Porch","","Slab","$101.50","","","2,751","3","3","0","","21","2,AT,CP,DR","$183,000","10/30/2020","$101.50  "
"CN158277","SGL","Central","","$169,999","","","","","","","11","","","Residential","RES","","Asphalt","","","Central","99.9x197.5x100.8x202.4","","","","1,470","0.45","","","Two, Carport","","","","","","","$115.65","","","1,535","3","2","","","85","2,CP","$166,999","03/01/2021","$113.60  "
"CN158292","SGL","Central","","$455,000","Covered","","","","","","51","Inground","1","Residential","RES","","Asphalt","","","Central","220.62 x 542.65 x 504.73 x 660","","","Shed, Workshop","2,755","4.85","CookTop, Double Oven, Disposal, Dishwasher, Microwave","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","","Fence, Porch","Yes","","$165.15","","","4,319","4","2","","","162","2,AT,DR,GR","$445,000","03/02/2021","$161.52  "
"CN158300","SGL","Central","","$205,000","","","","","","","21","","","Residential","RES","","Shingle","","","Central","95x140.7x95.64x104.2","","","Shed","1,892","0.29","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Carport, Driveway Only","","Insulation, Windows","","Fence, Porch","Wood, Yes","Slab","$108.35","","","2,552","3","2","","","4","2,AT,CP,DR","$205,000","10/19/2020","$108.35  "
"CN158306","SGL","Central","","$335,500","Covered","","","","","","34","","","Residential","RES","","Shingle","","","Central","80X1","","","","2,099","0.40","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Garage","","Insulation, Windows","","","Gas, Wood, Yes","Slab","$159.84","","","3,081","4","2","1","","2","2,GR","$336,250","12/09/2020","$160.20  "
"CN158340","SGL","Central","","$154,400","","","","","","","24","","","Residential","RES","","Asphalt","","","Central","100X173.55X100X173.20","","","","1,127","0.40","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","One, Attached, Carport, Driveway Only","","Insulation, Windows","Vinyl Siding","","","","$137.00","","","1,300","3","1","1","","31","1,AT,CP,DR","$141,500","11/24/2020","$125.55  "
"CN158369","SGL","Central","","$224,500","Yes","","","","","","13","","","Residential","RES","","Asphalt","","","Central","93.8X145X112X127.8+/-","","","Shed","2,047","0.37","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Driveway Only, Garage","","","","","","Slab","$109.67","","","2,500","3","2","","","8","2,DR,GR","$224,500","10/23/2020","$109.67  "
"CN158338","SGL","Central","","$289,000","Covered, Yes","","","","","","28","","","Residential","RES","","Shingle","","","Central","see agent remarks","","","","2,220","1.26","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Covered, Driveway Only, Garage","","Insulation, Windows","","Fence, Porch","Gas, Wood, Yes","Slab","$130.18","","","2,700","3","2","0","","0","2,AT,CV,DR,GR","$285,500","11/09/2020","$128.60  "
"CN158347","SGL","Central","","$190,000","Covered","","","","","","21","Above Ground","1","Residential","RES","","Asphalt","","","Central","93'x162'","","","","1,885","0.41","CookTop, Dishwasher, Range/Oven","","Two, Attached, Carport, Driveway Only","","","Frame, Vinyl Siding","Fence, Porch","Gas, Yes","Raised","$100.80","","","2,542","3","2","","","3","2,AT,CP,DR","$190,000","10/08/2020","$100.80  "
"CN158363","SGL","Central","","$129,900","Yes","","","","","","23","","","Residential","RES","","Asphalt","","","Central, Gas","75x168","","","","1,335","0.30","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Driveway Only, Garage","","","Brick, Frame","Fence","","Raised","$97.30","","","1,715","3","1","","","5","2,DR,GR","$127,950","10/29/2020","$95.84  "
"CN158351","SGL","Central","","$169,900","","","","","","","30","","","Residential","RES","","Asphalt","","","Central","139.24X314.11X128X368.60","","","","1,480","1.00","","","One, Carport","","","Vinyl Siding","Fence","","Slab","$114.80","","","1,772","3","2","","","5","1,CP","$169,900","11/06/2020","$114.80  "
"CN158350","SGL","Central","","$150,000","","","","","","","32","","","Residential","RES","","Asphalt","","","Central","105x414x443x382x170 irr","","","","1,723","2.00","Dishwasher, Range/Oven","","","","","Vinyl Siding","","Wood, Yes","","$87.06","","","1,723","4","2","","","17","","$147,500","12/10/2020","$85.61  "
"CN158385","SGL","Central","","$179,900","","","","","","","15","","","Residential","RES","","Shingle","","","Central","90 x 147 x 99 x 157","","","Shed","1,800","0.32","CookTop, Dishwasher, Range/Oven","","Two, Carport","","","","Fence, Porch","Wood, Yes","Slab","$99.94","","","2,284","3","2","","","120","2,CP","$178,000","02/26/2021","$98.89  "
"CN158424","SGL","Central","","$210,000","Covered","","","","","","19","","","Residential","RES","","Asphalt","","","Central","150x105","","","Shed","1,768","0.79","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Carport, Driveway Only","","Insulation","Brick, Frame","Fence","Wood, Yes","Slab","$118.78","","","2,978","4","2","","","17","2,CP,DR","$208,000","02/05/2021","$117.65  "
"CN158421","SGL","Central, Heat Pump","","$280,000","Yes","","","","","","23","","","Residential","RES","","Asphalt","","","Central","255x142xx263x152","","","Workshop","2,331","0.92","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Driveway Only, Garage","","","Brick, Frame","Porch, Sprinkler System","Wood, Yes","Slab","$120.12","","","2,937","4","3","","","17","2,AT,DR,GR","$268,500","11/17/2020","$115.19  "
"CN158413","SGL","Central","","$159,900","Yes","","","","","","20","","","Residential","RES","","","","","Central, Gas","136x162x137x182","","","Shed, Workshop","2,177","0.53","CookTop, Dishwasher, Microwave, Range/Oven","","Attached, Carport, Driveway Only","","","Brick, Frame","Fence, Porch","","Slab","$73.45","","","2,529","4","1","1","","12","AT,CP,DR","$165,000","11/18/2020","$75.79  "
"CN158402","SGL","Central","","$385,000","Covered","","","","","","44","","","Residential","RES","","Asphalt, Shingle","","","Central, Gas","see agent remarks","","","Kennels, Workshop","3,540","8.03","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Attached, Garage","","Insulation, Windows","Frame","Fence, Porch","Wood, Yes","Slab","$108.76","","","5,297","4","2","1","","37","2,AT,GR","$386,000","12/09/2020","$109.04  "
"CN158458","SGL","Central","","$210,000","Covered","","","","","","30","Inground","1","Residential","RES","","Shingle","","","Central, Gas","215.35'X258'X214.2'X257.5'","","","Shed","2,909","1.32","CookTop, Double Oven, Dishwasher, Microwave, Refrigerator, Range/Oven","","","","Insulation, Windows","Brick, Frame","Fence, Porch","Wood, Yes","Raised, Slab","$72.19","","","3,391","3","2","","","24","","$202,500","11/13/2020","$69.61  "
"CN158445","SGL","Central","","$389,000","Covered","","","","","","32","","","Residential","RES","","Shingle","","","Central","90.17x458.4x316.04x292.49","","","","3,011","1.47","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Three or More, Attached, Driveway Only, Garage","","Solar","","Fence, Sprinkler System","Gas, Yes","Slab","$129.19","","","3,987","4","4","0","","58","3PLUS,AT,DR,GR","$365,000","12/18/2020","$121.22  "
"CN158461","SGL","Central","","$229,900","","","","","","","17","","","Residential","RES","","Shingle","","","Central","81x269","","","","1,632","0.50","CookTop, Dishwasher, Microwave, Range/Oven","","Attached, Carport, Driveway Only","","Insulation, Windows","","Porch","","","$140.87","","","2,186","3","2","","","43","AT,CP,DR","$229,900","11/06/2020","$140.87  "
"CN158460","SGL","Central","","$324,900","Covered, Yes","","","","","","30","","","Residential","RES","","Asbestos","","","Central","irregular; see supplements","","","Shed","2,263","1.33","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","Cinder Block, Stucco, Vinyl Siding","Fence, Porch, Sprinkler System","Wood, Yes","Raised, Slab","$143.57","","","2,923","3","2","","","67","2,DR,GR","$317,500","01/07/2021","$140.30  "
"CN158469","SGL","Central","","$98,900","","","","","","","11","","","Residential","RES","","Asphalt","","","Central","65x99","","","","1,372","0.16","CookTop, Range/Oven","","One, Carport, Driveway Only","","","Brick, Frame","Fence","","Slab","$72.08","","","1,647","3","2","","","113","1,CP,DR","$98,900","03/12/2021","$72.08  "
"CN158467","SGL","Central","","$99,900","","","","","","","13","","","Residential","RES","","Metal","","","Central","58.17x127.41x57.81x127.38","","","","1,182","0.17","CookTop, Dishwasher, Refrigerator, Range/Oven","","","","Insulation, Windows","Vinyl Siding","Fence","","Raised","$84.52","","","1,282","3","2","","","45","","$87,000","11/20/2020","$73.60  "
"CN158466","SGL","Central","","$129,900","","","","","","","14","","","Residential","RES","","Asphalt","","","Central","107X241X124X234","","","","1,250","0.59","","","","","","Brick, Frame, Vinyl Siding","","","","$103.92","","","1,250","3","1","","","21","","$122,500","11/19/2020","$98.00  "
"CN158451","SGL","Central","","$209,000","Covered","","","","","","17","","","Residential","RES","","Shingle","","","Central","about 189x42x149x149x79","","","Shed","1,766","0.49","CookTop, Dishwasher, Refrigerator, Range/Oven","","Driveway Only","","","","Fence","Yes","Slab","$118.35","","","1,978","3","2","","","50","DR","$199,900","12/18/2020","$113.19  "
"CN158471","SGL","Central","","$250,000","Covered","","","","","","25","","","Residential","RES","","Shingle","","","Central","253x107x200x223x12x24x35","","","","2,143","1.00","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven, Trash Masher","","Two, Attached, Carport, Driveway Only","","Insulation, Windows","Vinyl Siding","Porch","Wood, Yes","Slab","$116.66","","","3,362","3","2","1","","2","2,AT,CP,DR","$245,000","10/30/2020","$114.33  "
"CN158508","TNH","Central","","$165,000","Covered","","","","","","23","","","Residential","RES","","Shingle","","","Central","33.97X153.6X33.98X153.6","","","","1,608","0.12","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","Vinyl Siding","Fence","","Slab","$102.61","","","2,458","2","2","","","22","2,AT,DR,GR","$163,000","12/04/2020","$101.37  "
"CN158478","SGL","Central","","$135,000","","","","","","","30","","","Residential","RES","","Asphalt","","","Central","60 x 121","","","Shed","1,347","0.16","CookTop, Dishwasher, Microwave, Range/Oven","","Driveway Only","","","Frame","","","Raised","$100.22","","","1,360","3","2","0","","59","DR","$133,000","12/28/2020","$98.74  "
"CN158506","SGL","Central","","$260,000","","","","","","","19","","","Residential","RES","","Asphalt","","","Central","190x337x190x337","","","","2,765","1.47","","","Two, Carport","","","Cedar","","Wood, Yes","","$94.03","","","3,700","4","2","","","43","2,CP","$260,000","12/21/2020","$94.03  "
"CN158541","SGL","Central","","$222,500","Covered","","","","","","28","","","Residential","RES","","Shingle","","","Central","100.36X272.48X186.67X279.84","","","Shed","1,408","1.26","CookTop, Dishwasher, Microwave, Range/Oven","","One, Attached, Carport, Driveway Only","","","","","","Slab","$158.03","","","1,802","3","2","","","11","1,AT,CP,DR","$215,000","01/06/2021","$152.70  "
"CN158532","SGL","Central","","$177,500","Yes","","","","","","14","Community","","Residential","RES","","Asphalt","","","Central","90x263.6x100x297.9","","","Shed","2,169","1.00","CookTop, Dishwasher, Refrigerator, Range/Oven","","Two, Attached, Driveway Only, Garage","","","","Porch, Tennis Court","Wood, Yes","","$81.83","","","3,197","3","2","","","6","2,AT,DR,GR","$184,500","11/19/2020","$85.06  "
"CN158570","SGL","Central","","$232,000","","","","","","","2","","","Residential","RES","","Asphalt","","","Central","82.5x175.11","","","","1,600","0.33","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","","","","Slab","$145.00","","","2,335","3","2","0","","39","2,AT,DR,GR","$232,000","04/15/2021","$145.00  "
"CN158554","SGL","Central","","$220,000","","","","","","","47","","","Residential","RES","","Asphalt","","","Central","60.2x204.28x200.1x114.3","","","Workshop","2,042","0.35","CookTop, Dishwasher, Range/Oven","","Two, Attached, Driveway Only, Garage","","","Vinyl Siding","Fence","Yes","Slab","$107.74","","","2,452","3","2","","","17","2,AT,DR,GR","$220,000","11/20/2020","$107.74  "
"CN158551","SGL","Central","","$235,000","Yes","","","","","","42","","","Residential","RES","","Shingle","","","Central","131 x 203 x 132 x 203","","","Workshop","1,856","0.61","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Carport, Covered, Driveway Only","","","","Fence, Porch","Gas, Yes","Slab","$126.62","","","2,335","3","2","","","22","2,CP,CV,DR","$228,000","12/03/2020","$122.84  "
"CN158569","SGL","Central","","$309,900","Covered","","","","","","18","","","Residential","RES","","Shingle","","","Central","78x280x86x256","","","","2,000","0.50","CookTop, Double Oven, Dishwasher, Microwave","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","","Fence","Wood, Yes","Slab","$154.95","","","2,750","4","2","","","9","2,AT,DR,GR","$309,900","11/18/2020","$154.95  "
"CN158559","SGL","Central","","$254,000","","","","","","","21","","","Residential","RES","","Shingle","","","Central","81x128x80x128","","","","2,058","0.24","","","Two, Garage","","","Brick, Frame","","Yes","","$123.42","","","2,916","4","2","","","91","2,GR","$239,000","04/05/2021","$116.13  "
"CN158562","SGL","Central","","$182,000","","","","","","","24","Above Ground","1","Residential","RES","","Shingle","","","Central, Ductless Wall Unit, Gas","114' x 333' x 109' x 304'","","","","1,785","0.81","Disposal, Dishwasher, Microwave, Refrigerator","","Two, Attached, Garage","","","Brick, Frame, Vinyl Siding","Porch","","","$101.96","","","3,050","3","2","","","9","2,AT,GR","$182,000","11/13/2020","$101.96  "
"CN158623","SGL","Central","","$39,900","Yes","","","","","","11","","","Residential","RES","","Asphalt","","","Central","133x161x133x160","","","Shed","3,200","0.49","","","Two, Garage","","","Frame","Fence, Porch","","Raised","$12.47","","","2,993","3","3","","","304","2,GR","$30,000","09/10/2021","$9.38  "
"CN158652","SGL","Central","","$263,000","","","JI Barron","Pineville","","PJH","3","","","Residential","RES","","Shingle","","","Central","70.97x187.19x69.53x66.15x175","","","","1,801","0.37","","","Attached, Garage","","","","","Yes","","$146.03","","","2,455","3","2","","","32","AT,GR","$263,000","08/20/2021","$146.03  "
"CN158645","SGL","Central","","$419,710","","","J.I.Barron","Pineville","","Pineville","25","","","Residential","RES","","Shingle","","","Central","113x23x36x106x92x164","","","","2,386","0.43","CookTop, Dishwasher, Microwave, Range/Oven, Trash Masher","","Two, Attached, Driveway Only, Garage","","","","Porch","Gas, Yes","Slab","$175.91","","","3,980","4","3","","","0","2,AT,DR,GR","$419,710","07/29/2021","$175.91  "
"CN158703","SGL","Central","","$165,000","","","","","","","11","","","Residential","RES","","Asphalt","","","Central","88x16x88x160","","","","1,395","0.34","","","Two, Garage","","","","Fence","Wood, Yes","","$118.28","","","2,035","3","2","","","3","2,GR","$167,000","12/03/2020","$119.71  "
"CN158702","SGL","Central","","$34,900","","","","","","","6","","","Residential","RES","","Asphalt","","","Central","220 x 254 x 200 x 170","","","","1,600","1.01","","","","","","Frame, Vinyl Siding","","","Raised","$21.81","","","1,988","3","3","","","59","","$29,900","02/26/2021","$18.69  "
"CN158691","SGL","Central","","$165,000","","","","","","","19","","","Residential","RES","","Asphalt","","","Central, Gas","240.25x588.5x170.52x608.96","","","","1,754","2.70","CookTop, Disposal, Dishwasher, Range/Oven","","One, Driveway Only, Garage","","","Frame","Fence, Porch","","Raised","$94.07","","","2,095","3","2","0","","3","1,DR,GR","$153,000","11/23/2020","$87.23  "
"CN158737","SGL","Central","","$12,000","Yes","","","","","","4","","","Residential","RES","","Asphalt","","","Central","103.39x28.56x123x55x35.54","","","","840","0.17","CookTop, Dishwasher, Refrigerator, Range/Oven","","","","","Aluminum Siding","Fence, Sprinkler System","","Raised","$14.29","","","900","2","1","","","3","","$14,000","11/24/2020","$16.67  "
"CN158684","SGL","Central","","$289,900","Covered","","","","","","51","","","Residential","RES","","Shingle","","","Central","54x50x167x51x136x310x200","","","Shed","2,424","1.58","CookTop, Double Oven, Disposal, Dishwasher","","Two, Driveway Only, Garage","","Insulation, Windows","Vinyl Siding","Porch, Sprinkler System","","Slab","$119.60","","","3,603","4","2","1","","4","2,DR,GR","$289,900","12/10/2020","$119.60  "
"CN158733","SGL","Central","","$219,500","Covered, Yes","","","","","","20","","","Residential","RES","","Shingle","","","Central","128X80","","","Shed, Workshop","1,759","0.25","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Garage","","Insulation, Windows","Stucco, Vinyl Siding","Fence, Porch","Wood, Yes","Slab","$124.79","","","2,680","3","2","","","6","2,GR","$218,000","12/11/2020","$123.93  "
"CN158748","SGL","Central, Heat Pump","","$245,000","Covered","","","","","","19","","","Residential","RES","","Shingle","","","Central","91x152x68x158","","","","1,750","0.28","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","Stucco, Vinyl Siding","Fence","Yes","Slab","$140.00","","","2,285","4","2","","","99","2,AT,DR,GR","$240,000","03/11/2021","$137.14  "
"CN158754","SGL","Central","","$460,000","","","","","","","30","Above Ground","1","Residential","RES","","Shingle","","","Central","SEE PLAT","","","Shed","2,721","12.44","CookTop, Disposal, Dishwasher, Range/Oven","","Three or More, Carport","","Insulation, Windows","Brick, Frame","Porch","","Slab","$169.06","","","4,821","4","3","1","","24","3PLUS,CP","$460,000","12/23/2020","$169.06  "
"CN158746","SGL","Central","","$59,900","","","","","","","12","","","Residential","RES","","Asphalt","","","Central","61.75x142.9x61.75x142.9","","","","983","0.20","CookTop, Refrigerator, Range/Oven","","Two, Garage","","","Frame, Vinyl Siding","","","","$60.94","","","1,148","2","1","","","77","2,GR","$55,000","04/14/2021","$55.95  "
"CN158728","SGL","Central","","$126,500","Covered","","","","","","21","","","Residential","RES","","Asphalt","","","Central","80 X 144 X 80 X 149","","","Shed","1,140","0.25","CookTop, Disposal, Microwave, Refrigerator, Range/Oven","","One, Attached, Carport","","Insulation, Windows","","Fence","","Slab","$110.96","","","1,349","3","1","1","","8","1,AT,CP","$126,500","01/20/2021","$110.96  "
"CN158814","SGL","Central","","$210,000","Yes","","","","","","26","","","Residential","RES","","Asphalt","","","Central, Gas","50x135.5x136x116x158.1","","","","2,008","0.51","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","Cedar","Fence","Wood, Yes","Slab","$104.58","","","2,562","3","3","1","","70","2,DR,GR","$195,000","02/22/2021","$97.11  "
"CN158810","SGL","Central","","$208,000","","","","","","","16","Community","","Residential","RES","","Asphalt","","","Central","85 x 198.8 x 90 x 189","","","","2,018","0.37","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Garage","","","","Fence, Tennis Court","Yes","Slab","$103.07","","","2,086","4","2","","","5","2,GR","$207,000","12/17/2020","$102.58  "
"CN158801","SGL","Central","","$259,500","Yes","","","","","","41","","","Residential","RES","","Shingle","","","Central","150x2221x150x223","","","Workshop","2,427","0.77","CookTop, Dishwasher, Range/Oven","","Two, Attached, Carport, Driveway Only","","","","","Yes","Slab","$106.92","","","3,145","4","3","","","48","2,AT,CP,DR","$262,500","01/08/2021","$108.16  "
"CN158785","SGL","Central","","$115,000","","","","","","","13","","","Residential","RES","","Asphalt","","","Central, Gas","89.6x162.6x86.52x139.2","","","","2,000","0.30","Dishwasher, Refrigerator, Range/Oven","","One, Attached, Carport","","","","","","","$57.50","","","1,600","3","1","","","20","1,AT,CP","$108,000","03/15/2021","$54.00  "
"CN158832","SGL","Central","","$244,900","","","","","","","49","","","Residential","RES","","Shingle","","","Central","See Survey","","","Shed","2,362","0.29","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","","Fence","Wood, Yes","","$103.68","","","2,993","3","2","","","14","2,AT,DR,GR","$244,900","12/28/2020","$103.68  "
"CN158843","SGL","Central","","$79,500","Yes","","","","","","13","","","Residential","RES","","Shingle","","","Central","183.13x289.02x211.87x186.86","","","","840","1.00","CookTop, Dishwasher, Refrigerator, Range/Oven","","Detached","","Insulation, Windows","Vinyl Siding","Sprinkler System","","Raised","$94.64","NEW","","840","2","2","","","160","DE","$79,500","06/24/2021","$94.64  "
"CN158805","SGL","Central","","$269,900","Covered","","","","","","20","","","Residential","RES","","Asphalt","","","Central","249x201x278x198","","","Shed, Workshop","2,381","1.14","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Attached, Carport, Driveway Only","","","","Fence, Porch","Wood, Yes","","$113.36","","","2,933","4","2","","","5","2,AT,CP,DR","$260,000","12/11/2020","$109.20  "
"CN159861","SGL","Central","","$268,350","","","","","","","3","","","Residential","RES","","Shingle","","","Central","82.5 x 175.10","","","","1,838","0.33","","","Two, Attached, Garage","","","","","Yes","","$146.00","","","2,579","4","2","","","15","2,AT,GR","$268,000","03/10/2021","$145.81  "
"CN159911","SGL","Central","","$234,500","Covered, Yes","","","","","","22","","","Residential","RES","","Shingle","","","Central","82x150.33x82x150.38","","","Shed","1,690","0.28","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","Brick, Frame","Fence, Porch","Wood, Yes","Slab","$138.76","","","2,463","4","2","","","49","2,AT,DR,GR","$230,000","02/02/2021","$136.09  "
"CN159941","CND","Central","","$130,000","Covered","","","","","","14","Inground","1","Residential","RES","","Shingle","","","Central","16.90 x 85'","","","","1,282","0.03","CookTop, Dishwasher, Range/Oven","","Two, Carport","","","Brick, Frame, Stucco","","","","$101.40","","","1,433","2","2","","","56","2,CP","$135,500","03/05/2021","$105.69  "
"CN159900","SGL","Central","","$229,900","Covered, Yes","","","","","","30","","","Residential","RES","","Metal","","","Central","171x47x280x33x216x244x442","","","","1,853","2.52","CookTop, Double Oven, Dishwasher, Microwave","","Two, Driveway Only, Garage","","","Brick, Frame","Fence","Wood, Yes","Slab","$124.07","","","2,700","3","2","1","","7","2,DR,GR","$229,900","01/08/2021","$124.07  "
"CN159955","SGL","Central","","$259,000","","","JI Barron","Pineville","","Pineville","8","","","Residential","RES","","Shingle","","","Central","82.5 x 175","","","","1,774","0.33","","","Attached, Garage","","","","","","","$146.00","","","2,512","3","2","","","57","AT,GR","$259,000","07/16/2021","$146.00  "
"CN159963","SGL","Central","","$162,000","","","","","","","12","","","Residential","RES","","Asphalt","","","Central","100X150","","","Shed","1,667","0.34","Dishwasher, Microwave, Refrigerator","","Attached, Carport, Driveway Only","","","","Fence, Porch","Wood, Yes","","$97.18","","","2,160","3","1","1","","85","AT,CP,DR","$140,000","03/04/2021","$83.98  "
"CN159980","SGL","Central","","$174,000","","","","","","","16","","","Residential","RES","","Asphalt","","","Central","103.94X552.11","","","","1,350","1.32","Dishwasher, Range/Oven","","One, Carport, Driveway Only","","Insulation","Vinyl Siding","Fence","","Slab","$128.89","","","1,780","3","2","0","","3","1,CP,DR","$173,500","01/20/2021","$128.52  "
"CN159986","SGL","Central","","$130,000","","","","","","","21","","","Residential","RES","","Metal","","","Central","307x344x307x344","","","","2,128","2.29","","","","","","Vinyl Siding","","Yes","","$61.09","","","2,128","3","2","","","83","","$122,000","03/23/2021","$57.33  "
"CN160015","SGL","Central","","$227,000","Covered","","","","","","33","Inground","1","Residential","RES","","Asphalt","","","Central","104x407x109x407","","","Shed, Workshop","2,178","1.00","CookTop, Dishwasher, Range/Oven","","Three or More, Attached, Carport, Driveway Only","","Insulation, Windows","Brick, Frame","Fence","Wood, Yes","Slab","$104.22","","","2,904","3","2","1","","71","3PLUS,AT,CP,DR","$215,000","03/05/2021","$98.71  "
"CN159992","SGL","Central","","$299,900","Covered","","","","","","32","","","Residential","RES","","Shingle","","","Central","80X164","","","","1,913","0.30","Disposal, Dishwasher, Microwave, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","","","Gas, Yes","Slab","$156.77","NEW","","2,350","4","2","1","","12","2,DR,GR","$299,900","01/07/2021","$156.77  "
"CN160018","SGL","Central, Heat Pump, Window Unit","","$120,000","","","","","","","32","","","Residential","RES","","Asphalt, Shingle","","","Central","60x150","","","","1,400","0.21","CookTop, Microwave, Range/Oven","","Driveway Only","","","Frame","Fence, Porch","","Raised","$85.71","","","1,600","3","2","","","6","DR","$120,000","01/27/2021","$85.71  "
"CN160035","SGL","Central","","$130,000","","","","","","","16","","","Residential","RES","","Asphalt","","","Central","75'X148'X75'x148'","","","","1,426","0.25","CookTop, Dishwasher, Microwave, Range/Oven","","One, Attached, Carport, Driveway Only","","","","Porch","","Slab","$91.16","","","1,723","3","2","","","8","1,AT,CP,DR","$130,000","01/14/2021","$91.16  "
"CN160028","TNH","Central","","$169,900","","","","","","","41","","","Residential","RES","","Asphalt","","","Central","54 X 95","","","","1,390","0.12","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","","Fence","","Slab","$122.23","","","1,867","3","2","","","14","2,AT,DR,GR","$156,000","01/19/2021","$112.23  "
"CN160057","SGL","Central","","$250,000","","","","","","","26","","","Residential","RES","","Asphalt","","","Central","SEE AGENT DISCLOSURE","","","Shed","3,090","1.60","CookTop, Range/Oven","","Two, Carport, Detached","","","Cedar","","Gas, Yes","Slab","$80.91","","","3,290","3","2","","","68","2,CP,DE","$220,000","03/24/2021","$71.20  "
"CN160086","SGL","Central","","$219,900","Covered","","","","","","18","","","Residential","RES","","Asphalt","","","Central, Gas","see agent remarks","","","Shed","2,250","4.52","CookTop, Dishwasher, Refrigerator, Range/Oven","","Attached, Driveway Only, Garage","","","","Fence, Porch","Wood, Yes","","$97.73","","","3,718","4","2","","","51","AT,DR,GR","$200,000","02/12/2021","$88.89  "
